"Response ID","Date submitted","Last page","Start language","Seed","Rust is important to my work or projects (1 disagree - 5 agree)","Rust will become more important in my work or projects in the future.  (1 disagree - 5 agree)","Rust will become more important to other developers and projects in the future (1 disagree - 5 agree)","I develop software using Rust","As a developer, I use Rust on the following platforms while programming. Choose all that apply. [MacOS]","As a developer, I use Rust on the following platforms while programming. Choose all that apply. [Windows]","As a developer, I use Rust on the following platforms while programming. Choose all that apply. [Linux (Fedora, OpenSUSE, Ubuntu, Arch, etc)]","As a developer, I use Rust on the following platforms while programming. Choose all that apply. [Other Platform]","On your primary development platform, how did you install your Rust toolchain?","The following features or tools are important in my development environment (do not use 1 - use a lot 5).  [Integrated Development Environments with Language Features (syntax highlight, errors, completion, type checking)]","The following features or tools are important in my development environment (do not use 1 - use a lot 5).  [Debugging tools (lldb, gdb)]","The following features or tools are important in my development environment (do not use 1 - use a lot 5).  [Online Documentation (doc.rust-lang.org, docs.rs)]","The following features or tools are important in my development environment (do not use 1 - use a lot 5).  [Offline Documentation (local) ]","The following features or tools are important in my development environment (do not use 1 - use a lot 5).  [Build Caching (sccache)]","Do you run, provide, distribute or deploy Rust software?","Which platforms (operating systems) do you target for Rust software. Check all that apply. [Linux]","Which platforms (operating systems) do you target for Rust software. Check all that apply. [MacOS]","Which platforms (operating systems) do you target for Rust software. Check all that apply. [Windows]","Which platforms (operating systems) do you target for Rust software. Check all that apply. [Rust Library - No specific target (crates.io)]","Which platforms (operating systems) do you target for Rust software. Check all that apply. [Other]","How do you or your team/community build or provide Rust software for people to use? Think about your build pipeline or deployment processes for this question. [Local use only (cargo build / cargo run)]","How do you or your team/community build or provide Rust software for people to use? Think about your build pipeline or deployment processes for this question. [Containers, using rustup inside the builder]","How do you or your team/community build or provide Rust software for people to use? Think about your build pipeline or deployment processes for this question. [Containers, using a packaged rust (dnf, zypper, apt, pacman, etc)]","How do you or your team/community build or provide Rust software for people to use? Think about your build pipeline or deployment processes for this question. [Packaged for a package manager (rpm, deb, brew, msi, pkg, dmg, etc)]","How do you or your team/community build or provide Rust software for people to use? Think about your build pipeline or deployment processes for this question. [Provided as a library (source, crates.io)]","How do you or your team/community build or provide Rust software for people to use? Think about your build pipeline or deployment processes for this question. [Other Process]","How do you or your team/community build or provide Rust software for people to use? Think about your build pipeline or deployment processes for this question. [Unknown]","In your release process, how do you manage your Rust dependencies?","In your ideal workflow, how would you prefer to manager your Rust dependencies? ","How do you manage security updates in your Rust dependencies? [Security scanners (e.g. cargo audit)]","How do you manage security updates in your Rust dependencies? [Frequent update of all dependencies (e.g. cargo outdated)]","How do you manage security updates in your Rust dependencies? [Don't actively follow security issues in dependencies]","How do you manage security updates in your Rust dependencies? [Rely on external source to manage (ie distribution packaged rust libraries)]","How do you manage security updates in your Rust dependencies? [Unknown]"
"1245","1980-01-01 00:00:00","3","en","383275385","4","5","4","Yes","No","No","Yes","No","Package Manager (dnf, apt, brew, zypper, etc)","5","2","5","1","1","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A"
"1248","1980-01-01 00:00:00","3","en","358653472","4","5","5","Yes","No","Yes","Yes","No","rustup","5","3","5","2","2","Yes","Yes","No","Yes","No","No","Yes","No","No","No","Yes","No","No","","","No","Yes","No","No","No"
"1251","","","en","832961853","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1254","","","en","1766725723","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1257","1980-01-01 00:00:00","3","en","514235111","5","5","5","Yes","Yes","Yes","Yes","No","rustup","3","1","5","3","2","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","No","No","Vendoring (bundled)","Unsure","No","No","No","No","Yes"
"1260","","","en","624885801","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1263","1980-01-01 00:00:00","3","en","1684771344","4","5","5","Yes","No","No","Yes","No","rustup","5","3","5","2","3","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1266","","","en","1110104271","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1269","","","en","27197039","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1272","","","en","1231768812","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1275","","1","en","534811045","5","5","4","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1278","1980-01-01 00:00:00","3","en","1540870066","4","5","5","Yes","Yes","No","Yes","No","Package Manager (dnf, apt, brew, zypper, etc)","4","4","5","5","5","Yes","Yes","No","No","No","No","No","Yes","No","No","No","No","Yes","Online download from crates.io","Unsure","Yes","Yes","No","No","No"
"1281","1980-01-01 00:00:00","3","en","557818407","5","2","4","Yes","No","No","Yes","No","rustup","4","1","4","2","","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A"
"1284","","","en","1606895296","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1287","1980-01-01 00:00:00","3","en","426252430","3","4","4","Yes","No","No","Yes","No","rustup","5","5","5","2","5","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A"
"1290","1980-01-01 00:00:00","3","en","1136531625","5","5","5","Yes","No","Yes","Yes","No","rustup","4","2","5","1","2","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A"
"1293","1980-01-01 00:00:00","3","en","2029678311","4","4","5","Yes","No","No","Yes","No","rustup","5","2","4","1","2","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1296","1980-01-01 00:00:00","3","en","742155468","5","5","5","Yes","No","No","No","Yes","rustup","5","5","5","5","5","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1299","","","en","1322515792","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1302","","","en","1712686043","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1305","","","en","103413427","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1308","1980-01-01 00:00:00","3","en","1496659719","5","3","5","Yes","No","No","Yes","No","rustup","5","5","5","2","2","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1311","1980-01-01 00:00:00","3","en","362505373","4","4","4","Yes","No","Yes","Yes","No","rustup","5","3","5","4","2","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A"
"1314","1980-01-01 00:00:00","3","en","951078165","1","1","1","Yes","No","No","Yes","No","Other manual method","1","5","5","1","3","Yes","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","Online download from crates.io","Unsure","Yes","No","No","No","No"
"1317","1980-01-01 00:00:00","3","en","1917299110","3","4","4","Yes","No","No","Yes","No","rustup","4","3","4","2","","Yes","Yes","No","No","No","No","Yes","No","No","No","Yes","Yes","No","Online download from crates.io","Vendoring (bundled)","Yes","Yes","No","No","No"
"1320","","0","en","513304236","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1323","1980-01-01 00:00:00","3","en","1590012998","1","3","4","No","N/A","N/A","N/A","N/A","","","","","","","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A"
"1326","","","en","1423621136","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1329","","","en","1827718961","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1332","1980-01-01 00:00:00","3","en","157265172","2","3","4","No","N/A","N/A","N/A","N/A","","","","","","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1335","","","en","727032111","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1338","1980-01-01 00:00:00","3","en","1537695483","3","4","4","Yes","No","Yes","No","No","rustup","5","3","5","2","3","Yes","No","No","Yes","No","No","Yes","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A"
"1341","1980-01-01 00:00:00","3","en","493492746","5","3","5","Yes","No","Yes","No","No","Other manual method","5","2","5","1","1","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1344","1980-01-01 00:00:00","3","en","9939018","5","5","5","Yes","No","Yes","Yes","No","rustup","5","3","5","1","1","Yes","Yes","No","Yes","No","No","Yes","Yes","No","No","No","No","No","Online download from crates.io","Satisfied with my existing process","Yes","Yes","Yes","No","No"
"1347","1980-01-01 00:00:00","3","en","782239507","3","3","4","Yes","No","Yes","No","No","rustup","5","4","5","5","3","Yes","No","No","Yes","No","No","Yes","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A"
"1350","1980-01-01 00:00:00","3","en","936191250","5","5","4","Yes","No","No","Yes","No","rustup","5","5","5","3","1","Yes","Yes","No","Yes","No","No","No","No","No","Yes","Yes","No","No","Vendoring (bundled)","Unsure","No","No","Yes","No","No"
"1353","1980-01-01 00:00:00","3","en","1845923654","4","5","5","Yes","Yes","No","Yes","No","rustup","4","5","5","3","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1356","1980-01-01 00:00:00","3","en","1741185103","3","5","5","Yes","No","No","Yes","No","rustup","5","5","5","2","2","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A"
"1359","1980-01-01 00:00:00","3","en","1242168300","5","5","4","Yes","Yes","No","Yes","No","rustup","5","1","5","1","3","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","Online download from crates.io","Unsure","No","No","Yes","No","No"
"1362","1980-01-01 00:00:00","3","en","1638697047","1","5","5","Yes","No","Yes","No","No","rustup","5","2","5","3","5","Yes","No","No","Yes","No","No","No","No","No","No","No","No","Yes","","","N/A","N/A","N/A","N/A","N/A"
"1365","1980-01-01 00:00:00","3","en","1824003715","5","5","5","Yes","No","No","Yes","No","rustup","5","4","5","2","1","Yes","Yes","No","No","No","No","No","Yes","No","No","Yes","No","No","Online download from crates.io","Satisfied with my existing process","No","No","No","Yes","No"
"1368","1980-01-01 00:00:00","3","en","1617365360","1","1","1","No","N/A","N/A","N/A","N/A","","","","","","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1371","1980-01-01 00:00:00","3","en","1241894175","5","5","4","Yes","No","No","Yes","No","rustup","5","5","5","3","4","Yes","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","Online download from crates.io","Unsure","No","No","Yes","No","No"
"1374","","","en","1774558098","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1377","","","en","927447088","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1380","1980-01-01 00:00:00","3","en","2085940657","1","3","3","No","N/A","N/A","N/A","N/A","","","","","","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1383","1980-01-01 00:00:00","3","en","1352630295","2","2","3","Yes","No","No","Yes","No","rustup","3","4","2","4","4","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1386","1980-01-01 00:00:00","3","en","690810435","2","5","5","Yes","No","Yes","Yes","No","rustup","5","5","5","4","3","Yes","Yes","No","No","No","No","Yes","Yes","No","No","No","No","No","Online download from crates.io","Unsure","Yes","Yes","No","No","No"
"1389","1980-01-01 00:00:00","3","en","623031965","5","5","4","Yes","No","No","Yes","Yes","rustup","5","4","5","3","4","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No","No","No","Online download from crates.io","Satisfied with my existing process","No","Yes","No","No","No"
"1392","1980-01-01 00:00:00","3","en","878494570","4","5","5","Yes","No","No","Yes","No","Package Manager (dnf, apt, brew, zypper, etc)","4","5","3","1","4","Yes","Yes","No","No","Yes","No","Yes","Yes","No","No","Yes","No","No","Vendoring (bundled)","Vendoring (bundled)","Yes","Yes","No","Yes","No"
"1395","","","en","1225314551","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1398","","","en","1381337253","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1401","","","en","304937307","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1404","","1","en","512944453","1","1","4","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1407","","","en","1095591090","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1410","1980-01-01 00:00:00","3","en","1895682850","1","4","4","Yes","No","Yes","Yes","No","rustup","5","4","3","1","2","Yes","Yes","No","Yes","No","No","Yes","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A"
"1413","","","en","1555690300","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1416","","","en","564279452","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1419","1980-01-01 00:00:00","3","en","915849211","3","3","3","No","N/A","N/A","N/A","N/A","","","","","","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1422","1980-01-01 00:00:00","3","en","241325445","1","1","2","No","N/A","N/A","N/A","N/A","","","","","","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1425","","","en","1074107148","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1428","1980-01-01 00:00:00","3","en","1475140660","1","1","1","No","N/A","N/A","N/A","N/A","","","","","","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1431","1980-01-01 00:00:00","3","en","1861273551","3","3","4","No","N/A","N/A","N/A","N/A","","","","","","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1434","","","en","68598397","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1437","","","en","1077871960","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1440","","","en","904828211","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1443","","","en","2005756504","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1446","1980-01-01 00:00:00","3","en","1098688078","3","4","5","No","N/A","N/A","N/A","N/A","","","","","","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1449","","","en","1156657553","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1452","1980-01-01 00:00:00","3","en","1255614617","1","1","2","Yes","No","No","Yes","No","rustup","5","2","5","1","4","Yes","Yes","No","Yes","No","No","Yes","No","No","Yes","No","Yes","No","Vendoring (bundled)","Satisfied with my existing process","Yes","Yes","No","No","No"
"1455","1980-01-01 00:00:00","3","en","565095250","2","2","2","Yes","No","No","Yes","No","rustup","1","3","1","3","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1458","","","en","1953422000","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1461","","","en","719667021","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1464","1980-01-01 00:00:00","3","en","4382925","1","3","5","Yes","No","Yes","Yes","Yes","rustup","3","5","5","4","2","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1467","","","en","569597868","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1470","1980-01-01 00:00:00","3","en","1426525411","2","4","5","No","N/A","N/A","N/A","N/A","","","","","","","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","Online download from crates.io","Vendoring (bundled)","Yes","No","No","No","No"
"1473","","","en","1675244396","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1476","","","en","472762120","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1479","","","en","1668611804","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1482","","","en","516824701","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1485","1980-01-01 00:00:00","3","en","1086563620","2","4","5","No","N/A","N/A","N/A","N/A","","","","","","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1488","1980-01-01 00:00:00","3","en","2027553561","5","4","4","Yes","No","No","Yes","No","rustup","5","3","4","3","4","Yes","Yes","No","No","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Online download from crates.io","Satisfied with my existing process","Yes","Yes","No","No","No"
"1491","1980-01-01 00:00:00","3","en","579631076","3","3","3","Yes","No","No","Yes","No","Package Manager (dnf, apt, brew, zypper, etc)","","","","","","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No","No","Online download from crates.io","Vendoring (bundled)","No","Yes","No","No","No"
"1494","","","en","518013089","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1497","1980-01-01 00:00:00","3","en","986942791","4","5","5","No","N/A","N/A","N/A","N/A","","","","","","","Yes","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No","Package Manager provided libraries","Package Manager provided libraries","Yes","Yes","No","No","No"
"1500","1980-01-01 00:00:00","3","en","273719164","1","3","2","Yes","No","No","Yes","No","rustup","5","1","5","1","1","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A"
"1503","","","en","1730112598","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1506","1980-01-01 00:00:00","3","en","1716495396","5","5","5","Yes","No","No","Yes","No","rustup","5","1","5","2","","No","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1509","","","en","905394729","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1512","1980-01-01 00:00:00","3","en","1641814987","5","4","4","Yes","Yes","Yes","Yes","Yes","rustup","5","4","5","2","3","Yes","Yes","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","No","Online download from crates.io","Vendoring (bundled)","Yes","Yes","No","No","No"
"1518","1980-01-01 00:00:00","3","en","867530002","1","5","5","Yes","Yes","No","Yes","No","Package Manager (dnf, apt, brew, zypper, etc)","5","5","5","5","","Yes","Yes","No","No","Yes","No","Yes","No","No","No","No","No","No","","","N/A","N/A","N/A","N/A","N/A"
"1521","","1","en","1221193844","1","4","3","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1524","1980-01-01 00:00:00","3","en","561210269","5","3","5","Yes","No","No","Yes","Yes","rustup","5","4","5","5","1","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","Online download from crates.io","Satisfied with my existing process","No","Yes","No","No","No"
"1527","1980-01-01 00:00:00","3","en","1645608399","5","5","5","Yes","No","Yes","Yes","Yes","rustup","5","5","5","3","5","Yes","Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","No","","","Yes","Yes","No","No","No"
"1530","","","en","1567520296","","","","","N/A","N/A","N/A","N/A","","","","","","","","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","","","N/A","N/A","N/A","N/A","N/A"
"1533","1980-01-01 00:00:00","3","en","730732965","5","4","3","Yes","No","No","Yes","No","rustup","5","4","5","2","3","Yes","Yes","No","No","Yes","No","No","Yes","No","No","Yes","No","No","Online download from crates.io","Satisfied with my existing process","Yes","No","No","No","No"
